purchase_order_id,product_id,supplier_id,supplier_name,order_date,expected_delivery_date,order_quantity,unit_cost,total_cost,status
PO-003057,OFF-PA-10002586,SUP-OFF-03,Prime Workplace Essentials,2015-11-15,2015-11-22,17,$2.65,$45.05,Closed
PO-003805,TEC-AC-10000199,SUP-TEC-01,Vertex Tech Distribution,2015-11-15,2015-11-26,18,$2.86,$51.48,Closed
PO-004407,TEC-PH-10001644,SUP-TEC-03,Apex Digital Wholesale,2015-11-15,2015-11-27,10,$35.70,$357.00,Closed
PO-001894,OFF-BI-10002049,SUP-OFF-01,Pinnacle Paper & Office,2015-11-16,2015-11-21,10,$1.26,$12.60,Closed
PO-002386,OFF-EN-10004483,SUP-OFF-03,Prime Workplace Essentials,2015-11-16,2015-11-20,23,$5.35,$123.05,Closed
PO-002544,OFF-LA-10001158,SUP-OFF-01,Pinnacle Paper & Office,2015-11-16,2015-11-20,17,$5.36,$91.12,Closed
PO-002790,OFF-PA-10000575,SUP-OFF-04,Evergreen Office Goods,2015-11-16,2015-11-23,15,$8.37,$125.55,Closed
PO-003140,OFF-PA-10003270,SUP-OFF-03,Prime Workplace Essentials,2015-11-16,2015-11-20,17,$2.96,$50.32,Closed
PO-003330,OFF-ST-10000036,SUP-OFF-01,Pinnacle Paper & Office,2015-11-16,2015-11-20,20,$30.97,$619.40,Closed
PO-000042,FUR-BO-10002213,SUP-FUR-02,Atlas Workspace Supply,2015-11-17,2015-11-30,21,$323.27,"$6,788.67",Closed
PO-000346,FUR-CH-10004289,SUP-FUR-04,Cedar Contract Goods,2015-11-17,2015-12-03,24,$38.85,$932.40,Closed
PO-000387,FUR-CH-10004997,SUP-FUR-04,Cedar Contract Goods,2015-11-17,2015-11-30,14,$148.03,"$2,072.42",Closed - Split Delivery
PO-000549,FUR-FU-10001861,SUP-FUR-02,Atlas Workspace Supply,2015-11-17,2015-11-27,10,$24.79,$247.90,Closed
PO-002328,OFF-EN-10002600,SUP-OFF-03,Prime Workplace Essentials,2015-11-17,2015-11-27,14,$2.40,$33.60,Closed - Split Delivery
PO-002577,OFF-LA-10002043,SUP-OFF-02,Metro Stationery Co.,2015-11-17,2015-11-21,12,$5.61,$67.32,Closed
PO-003001,OFF-PA-10002137,SUP-OFF-04,Evergreen Office Goods,2015-11-17,2015-11-25,22,$5.63,$123.86,Closed
PO-003152,OFF-PA-10003395,SUP-OFF-03,Prime Workplace Essentials,2015-11-17,2015-11-20,12,$62.92,$755.04,Closed
PO-003521,OFF-ST-10002011,SUP-OFF-01,Pinnacle Paper & Office,2015-11-17,2015-11-25,17,$198.52,"$3,374.84",Closed
PO-000181,FUR-CH-10001482,SUP-FUR-04,Cedar Contract Goods,2015-11-18,2015-11-28,17,$54.13,$920.21,Closed
PO-000523,FUR-FU-10001546,SUP-FUR-02,Atlas Workspace Supply,2015-11-18,2015-11-30,20,$1.99,$39.80,Closed
PO-001606,OFF-AR-10004707,SUP-OFF-03,Prime Workplace Essentials,2015-11-18,2015-11-22,18,$1.00,$18.00,Closed
PO-002233,OFF-BI-10004728,SUP-OFF-02,Metro Stationery Co.,2015-11-18,2015-11-23,11,$3.16,$34.76,Closed
PO-002369,OFF-EN-10003862,SUP-OFF-02,Metro Stationery Co.,2015-11-18,2015-11-24,12,$12.09,$145.08,Closed
PO-002371,OFF-EN-10004007,SUP-OFF-02,Metro Stationery Co.,2015-11-18,2015-11-27,15,$3.97,$59.55,Closed
PO-003328,OFF-ST-10000025,SUP-OFF-04,Evergreen Office Goods,2015-11-18,2015-11-26,23,$71.11,"$1,635.53",Closed - Split Delivery
PO-003415,OFF-ST-10000885,SUP-OFF-01,Pinnacle Paper & Office,2015-11-18,2015-11-25,12,$12.35,$148.20,Closed
PO-003633,OFF-ST-10003656,SUP-OFF-02,Metro Stationery Co.,2015-11-18,2015-11-30,14,$19.58,$274.12,Closed
PO-004430,TEC-PH-10001870,SUP-TEC-04,CoreLink Systems,2015-11-18,2015-12-01,13,$15.71,$204.23,Closed
PO-000005,FUR-BO-10000362,SUP-FUR-01,Northwood Furnishings,2015-11-19,2015-12-05,10,$101.55,"$1,015.50",Closed
PO-000186,FUR-CH-10001708,SUP-FUR-03,Summit Office Interiors,2015-11-19,2015-12-07,14,$85.71,"$1,199.94",Closed
PO-000751,FUR-FU-10003930,SUP-FUR-02,Atlas Workspace Supply,2015-11-19,2015-12-06,14,$55.52,$777.28,Closed
PO-002551,OFF-LA-10001317,SUP-OFF-02,Metro Stationery Co.,2015-11-19,2015-11-23,10,$1.45,$14.50,Closed
PO-003866,TEC-AC-10001267,SUP-TEC-03,Apex Digital Wholesale,2015-11-19,2015-11-28,11,$25.02,$275.22,Closed
PO-004008,TEC-AC-10003023,SUP-TEC-04,CoreLink Systems,2015-11-19,2015-11-30,11,$13.59,$149.49,Closed
PO-004051,TEC-AC-10003447,SUP-TEC-03,Apex Digital Wholesale,2015-11-19,2015-11-26,15,$21.52,$322.80,Closed
PO-004450,TEC-PH-10002103,SUP-TEC-03,Apex Digital Wholesale,2015-11-19,2015-12-02,15,$119.28,"$1,789.20",Closed
PO-004572,TEC-PH-10003273,SUP-TEC-04,CoreLink Systems,2015-11-19,2015-12-03,19,$129.26,"$2,455.94",Closed
PO-004688,TEC-PH-10004896,SUP-TEC-04,CoreLink Systems,2015-11-19,2015-12-03,22,$8.67,$190.74,Closed
PO-001395,OFF-AR-10001954,SUP-OFF-04,Evergreen Office Goods,2015-11-20,2015-11-25,17,$4.29,$72.93,Closed
PO-004295,TEC-PH-10000307,SUP-TEC-01,Vertex Tech Distribution,2015-11-20,2015-12-01,17,$3.07,$52.19,Closed
PO-002533,OFF-LA-10000634,SUP-OFF-04,Evergreen Office Goods,2015-11-21,2015-11-28,10,$1.38,$13.80,Closed
PO-003146,OFF-PA-10003309,SUP-OFF-02,Metro Stationery Co.,2015-11-21,2015-11-27,18,$7.51,$135.18,Closed
PO-003483,OFF-ST-10001511,SUP-OFF-04,Evergreen Office Goods,2015-11-21,2015-11-26,24,$59.39,"$1,425.36",Closed
PO-003821,TEC-AC-10000474,SUP-TEC-04,CoreLink Systems,2015-11-21,2015-12-01,24,$75.73,"$1,817.52",Closed
PO-001445,OFF-AR-10002671,SUP-OFF-03,Prime Workplace Essentials,2015-11-22,2015-11-30,18,$66.72,"$1,200.96",Closed
PO-001864,OFF-BI-10001765,SUP-OFF-03,Prime Workplace Essentials,2015-11-22,2015-11-30,13,$14.93,$194.09,Closed
PO-002691,OFF-PA-10000062,SUP-OFF-02,Metro Stationery Co.,2015-11-22,2015-12-01,14,$33.20,$464.80,Closed
PO-003014,OFF-PA-10002245,SUP-OFF-01,Pinnacle Paper & Office,2015-11-22,2015-12-03,12,$2.37,$28.44,Closed
PO-003473,OFF-ST-10001496,SUP-OFF-04,Evergreen Office Goods,2015-11-22,2015-12-01,12,$80.71,$968.52,Closed
PO-003524,OFF-ST-10002205,SUP-OFF-04,Evergreen Office Goods,2015-11-22,2015-12-01,11,$5.51,$60.61,Closed
PO-001220,OFF-AP-10004336,SUP-OFF-04,Evergreen Office Goods,2015-11-23,2015-11-30,22,$14.69,$323.18,Closed - Split Delivery
PO-002354,OFF-EN-10003160,SUP-OFF-03,Prime Workplace Essentials,2015-11-23,2015-12-02,21,$3.46,$72.66,Closed
PO-002639,OFF-LA-10003923,SUP-OFF-01,Pinnacle Paper & Office,2015-11-23,2015-12-03,11,$14.45,$158.95,Closed
PO-004160,TEC-CO-10001766,SUP-TEC-02,BlueCircuit Supply,2015-11-23,2015-12-04,10,$187.05,"$1,870.50",Closed
PO-000155,FUR-CH-10000847,SUP-FUR-01,Northwood Furnishings,2015-11-24,2015-12-14,23,$105.61,"$2,429.03",Closed
PO-000753,FUR-FU-10003975,SUP-FUR-04,Cedar Contract Goods,2015-11-24,2015-12-05,12,$9.06,$108.72,Closed
PO-001260,OFF-AR-10000380,SUP-OFF-02,Metro Stationery Co.,2015-11-24,2015-12-03,20,$24.18,$483.60,Closed
PO-002933,OFF-PA-10001800,SUP-OFF-02,Metro Stationery Co.,2015-11-24,2015-11-30,20,$3.69,$73.80,Closed
PO-002979,OFF-PA-10001972,SUP-OFF-04,Evergreen Office Goods,2015-11-24,2015-11-29,11,$3.94,$43.34,Closed
PO-003197,OFF-PA-10003845,SUP-OFF-03,Prime Workplace Essentials,2015-11-24,2015-12-02,13,$1.65,$21.45,Closed
PO-003235,OFF-PA-10004082,SUP-OFF-01,Pinnacle Paper & Office,2015-11-24,2015-12-02,24,$10.25,$246.00,Closed - Split Delivery
PO-003555,OFF-ST-10002485,SUP-OFF-02,Metro Stationery Co.,2015-11-24,2015-12-03,19,$10.52,$199.88,Closed
PO-000234,FUR-CH-10002335,SUP-FUR-02,Atlas Workspace Supply,2015-11-25,2015-12-10,10,$106.34,"$1,063.40",Closed
PO-000738,FUR-FU-10003829,SUP-FUR-01,Northwood Furnishings,2015-11-25,2015-12-13,16,$1.39,$22.24,Closed
PO-000779,FUR-FU-10004090,SUP-FUR-03,Summit Office Interiors,2015-11-25,2015-12-10,11,$18.11,$199.21,Closed
PO-000994,FUR-TA-10004619,SUP-FUR-02,Atlas Workspace Supply,2015-11-25,2015-12-08,16,$153.79,"$2,460.64",Closed
PO-002702,OFF-PA-10000143,SUP-OFF-04,Evergreen Office Goods,2015-11-25,2015-12-02,14,$3.35,$46.90,Closed
PO-002829,OFF-PA-10000955,SUP-OFF-04,Evergreen Office Goods,2015-11-25,2015-12-02,21,$1.95,$40.95,Closed
PO-003898,TEC-AC-10001635,SUP-TEC-03,Apex Digital Wholesale,2015-11-25,2015-12-05,22,$12.68,$278.96,Closed
PO-004420,TEC-PH-10001809,SUP-TEC-03,Apex Digital Wholesale,2015-11-25,2015-12-02,18,$59.39,"$1,069.02",Closed
PO-001184,OFF-AP-10003287,SUP-OFF-04,Evergreen Office Goods,2015-11-26,2015-12-03,16,$17.15,$274.40,Closed
PO-001739,OFF-BI-10001031,SUP-OFF-03,Prime Workplace Essentials,2015-11-26,2015-12-02,24,$3.13,$75.12,Closed - Split Delivery
PO-001751,OFF-BI-10001078,SUP-OFF-04,Evergreen Office Goods,2015-11-26,2015-12-02,14,$6.29,$88.06,Closed
PO-001814,OFF-BI-10001553,SUP-OFF-01,Pinnacle Paper & Office,2015-11-26,2015-11-30,10,$2.57,$25.70,Closed
PO-001886,OFF-BI-10002012,SUP-OFF-03,Prime Workplace Essentials,2015-11-26,2015-12-04,23,$1.00,$23.00,Closed
PO-003433,OFF-ST-10001097,SUP-OFF-01,Pinnacle Paper & Office,2015-11-26,2015-12-04,25,$115.58,"$2,889.50",Closed
PO-000930,FUR-TA-10002645,SUP-FUR-04,Cedar Contract Goods,2015-11-27,2015-12-09,11,$103.98,"$1,143.78",Closed
PO-003403,OFF-ST-10000777,SUP-OFF-04,Evergreen Office Goods,2015-11-27,2015-12-05,12,$28.31,$339.72,Closed
PO-004286,TEC-PH-10000169,SUP-TEC-02,BlueCircuit Supply,2015-11-27,2015-12-10,14,$6.47,$90.58,Closed
PO-000376,FUR-CH-10004875,SUP-FUR-03,Summit Office Interiors,2015-11-28,2015-12-15,17,$28.55,$485.35,Closed
PO-001208,OFF-AP-10004036,SUP-OFF-03,Prime Workplace Essentials,2015-11-28,2015-12-04,10,$4.62,$46.20,Closed
PO-001235,OFF-AP-10004859,SUP-OFF-01,Pinnacle Paper & Office,2015-11-28,2015-12-02,20,$5.53,$110.60,Closed - Split Delivery
PO-004271,TEC-MA-10004679,SUP-TEC-03,Apex Digital Wholesale,2015-11-28,2015-12-10,14,$157.04,"$2,198.56",Closed
PO-000372,FUR-CH-10004860,SUP-FUR-04,Cedar Contract Goods,2015-11-29,2015-12-17,12,$31.66,$379.92,Closed
PO-001670,OFF-BI-10000315,SUP-OFF-03,Prime Workplace Essentials,2015-11-29,2015-12-06,11,$14.24,$156.64,Closed
PO-002485,OFF-FA-10003495,SUP-OFF-03,Prime Workplace Essentials,2015-11-29,2015-12-06,18,$2.25,$40.50,Closed
PO-002531,OFF-LA-10000452,SUP-OFF-04,Evergreen Office Goods,2015-11-29,2015-12-05,23,$1.00,$23.00,Closed
PO-002970,OFF-PA-10001954,SUP-OFF-03,Prime Workplace Essentials,2015-11-29,2015-12-05,12,$37.86,$454.32,Closed
PO-003883,TEC-AC-10001539,SUP-TEC-02,BlueCircuit Supply,2015-11-29,2015-12-13,10,$101.60,"$1,016.00",Closed
PO-004557,TEC-PH-10003095,SUP-TEC-02,BlueCircuit Supply,2015-11-29,2015-12-06,16,$20.92,$334.72,Closed
PO-004670,TEC-PH-10004586,SUP-TEC-02,BlueCircuit Supply,2015-11-29,2015-12-13,21,$249.92,"$5,248.32",Closed
PO-001768,OFF-BI-10001132,SUP-OFF-04,Evergreen Office Goods,2015-11-30,2015-12-04,10,$3.71,$37.10,Closed
PO-002471,OFF-FA-10003059,SUP-OFF-01,Pinnacle Paper & Office,2015-11-30,2015-12-09,11,$1.00,$11.00,Closed
PO-000115,FUR-CH-10000015,SUP-FUR-02,Atlas Workspace Supply,2015-12-01,2015-12-20,11,$189.32,"$2,082.52",Closed
PO-000135,FUR-CH-10000513,SUP-FUR-04,Cedar Contract Goods,2015-12-01,2015-12-16,14,$85.89,"$1,202.46",Closed
PO-001272,OFF-AR-10000475,SUP-OFF-02,Metro Stationery Co.,2015-12-01,2015-12-09,16,$3.05,$48.80,Closed
PO-001697,OFF-BI-10000591,SUP-OFF-02,Metro Stationery Co.,2015-12-01,2015-12-09,15,$1.03,$15.45,Closed
PO-003377,OFF-ST-10000617,SUP-OFF-04,Evergreen Office Goods,2015-12-01,2015-12-07,12,$1.53,$18.36,Closed
PO-004012,TEC-AC-10003033,SUP-TEC-02,BlueCircuit Supply,2015-12-01,2015-12-10,14,$153.78,"$2,152.92",Closed
PO-004159,TEC-CO-10001571,SUP-TEC-01,Vertex Tech Distribution,2015-12-01,2015-12-16,23,$160.86,"$3,699.78",Closed
PO-000526,FUR-FU-10001588,SUP-FUR-01,Northwood Furnishings,2015-12-02,2015-12-21,23,$15.07,$346.61,Closed
PO-001630,OFF-BI-10000050,SUP-OFF-03,Prime Workplace Essentials,2015-12-02,2015-12-08,18,$2.15,$38.70,Closed
PO-003008,OFF-PA-10002222,SUP-OFF-02,Metro Stationery Co.,2015-12-02,2015-12-06,11,$9.89,$108.79,Closed
PO-003092,OFF-PA-10002923,SUP-OFF-04,Evergreen Office Goods,2015-12-02,2015-12-08,14,$13.06,$182.84,Closed
PO-003984,TEC-AC-10002600,SUP-TEC-03,Apex Digital Wholesale,2015-12-02,2015-12-16,10,$50.53,$505.30,Closed
PO-004064,TEC-AC-10003628,SUP-TEC-02,BlueCircuit Supply,2015-12-02,2015-12-09,21,$26.37,$553.77,Closed
PO-002980,OFF-PA-10001972,SUP-OFF-04,Evergreen Office Goods,2015-12-03,2015-12-10,25,$3.94,$98.50,Closed
PO-003357,OFF-ST-10000419,SUP-OFF-04,Evergreen Office Goods,2015-12-03,2015-12-12,13,$9.94,$129.22,Closed
PO-004529,TEC-PH-10002817,SUP-TEC-04,CoreLink Systems,2015-12-03,2015-12-13,13,$57.31,$745.03,Closed
PO-004608,TEC-PH-10003811,SUP-TEC-01,Vertex Tech Distribution,2015-12-03,2015-12-16,17,$44.33,$753.61,Closed
PO-000629,FUR-FU-10002554,SUP-FUR-03,Summit Office Interiors,2015-12-04,2015-12-20,13,$4.67,$60.71,Closed
PO-000906,FUR-TA-10001932,SUP-FUR-02,Atlas Workspace Supply,2015-12-04,2015-12-18,13,$148.10,"$1,925.30",Closed
PO-004325,TEC-PH-10000673,SUP-TEC-01,Vertex Tech Distribution,2015-12-04,2015-12-12,13,$105.20,"$1,367.60",Closed
PO-004446,TEC-PH-10002085,SUP-TEC-04,CoreLink Systems,2015-12-04,2015-12-15,19,$73.20,"$1,390.80",Closed
PO-000454,FUR-FU-10000672,SUP-FUR-02,Atlas Workspace Supply,2015-12-05,2015-12-23,18,$11.33,$203.94,Closed
PO-000887,FUR-TA-10001676,SUP-FUR-01,Northwood Furnishings,2015-12-05,2015-12-17,10,$14.53,$145.30,Closed
PO-001082,OFF-AP-10001469,SUP-OFF-04,Evergreen Office Goods,2015-12-05,2015-12-15,22,$35.47,$780.34,Closed
PO-001237,OFF-AP-10004868,SUP-OFF-03,Prime Workplace Essentials,2015-12-05,2015-12-13,15,$1.67,$25.05,Closed
PO-001463,OFF-AR-10003045,SUP-OFF-03,Prime Workplace Essentials,2015-12-05,2015-12-10,22,$4.75,$104.50,Closed
PO-001579,OFF-AR-10004269,SUP-OFF-02,Metro Stationery Co.,2015-12-05,2015-12-13,13,$1.87,$24.31,Closed
PO-002066,OFF-BI-10003650,SUP-OFF-01,Pinnacle Paper & Office,2015-12-05,2015-12-09,19,$88.66,"$1,684.54",Closed
PO-002102,OFF-BI-10003719,SUP-OFF-01,Pinnacle Paper & Office,2015-12-05,2015-12-11,25,$8.02,$200.50,Closed - Split Delivery
PO-002266,OFF-EN-10000056,SUP-OFF-02,Metro Stationery Co.,2015-12-05,2015-12-10,22,$18.45,$405.90,Closed
PO-002406,OFF-FA-10000490,SUP-OFF-04,Evergreen Office Goods,2015-12-05,2015-12-14,12,$1.00,$12.00,Closed
PO-002449,OFF-FA-10002280,SUP-OFF-02,Metro Stationery Co.,2015-12-05,2015-12-14,23,$2.88,$66.24,Closed
PO-002875,OFF-PA-10001363,SUP-OFF-02,Metro Stationery Co.,2015-12-05,2015-12-17,14,$15.04,$210.56,Closed
PO-003554,OFF-ST-10002444,SUP-OFF-02,Metro Stationery Co.,2015-12-05,2015-12-12,21,$4.05,$85.05,Closed
PO-003619,OFF-ST-10003455,SUP-OFF-03,Prime Workplace Essentials,2015-12-05,2015-12-12,13,$5.62,$73.06,Closed
PO-003861,TEC-AC-10001142,SUP-TEC-01,Vertex Tech Distribution,2015-12-05,2015-12-13,18,$36.87,$663.66,Closed
PO-004126,TEC-AC-10004659,SUP-TEC-04,CoreLink Systems,2015-12-05,2015-12-14,19,$38.65,$734.35,Closed - Split Delivery
PO-004437,TEC-PH-10001944,SUP-TEC-01,Vertex Tech Distribution,2015-12-05,2015-12-15,10,$186.95,"$1,869.50",Closed
PO-000970,FUR-TA-10004086,SUP-FUR-04,Cedar Contract Goods,2015-12-06,2015-12-19,12,$53.33,$639.96,Closed - Split Delivery
PO-001087,OFF-AP-10001563,SUP-OFF-03,Prime Workplace Essentials,2015-12-06,2015-12-14,10,$15.23,$152.30,Closed
PO-002254,OFF-BI-10004965,SUP-OFF-03,Prime Workplace Essentials,2015-12-06,2015-12-15,12,$2.80,$33.60,Closed - Split Delivery
PO-002491,OFF-FA-10004248,SUP-OFF-04,Evergreen Office Goods,2015-12-06,2015-12-15,10,$2.36,$23.60,Closed
PO-000199,FUR-CH-10001891,SUP-FUR-01,Northwood Furnishings,2015-12-07,2015-12-24,14,$32.22,$451.08,Closed
PO-002631,OFF-LA-10003720,SUP-OFF-01,Pinnacle Paper & Office,2015-12-07,2015-12-13,10,$1.43,$14.30,Closed
PO-003170,OFF-PA-10003641,SUP-OFF-03,Prime Workplace Essentials,2015-12-07,2015-12-12,18,$28.07,$505.26,Closed
PO-000468,FUR-FU-10000758,SUP-FUR-02,Atlas Workspace Supply,2015-12-08,2015-12-22,15,$30.44,$456.60,Closed
PO-001769,OFF-BI-10001132,SUP-OFF-04,Evergreen Office Goods,2015-12-08,2015-12-12,13,$3.71,$48.23,Closed - Split Delivery
PO-002657,OFF-LA-10004409,SUP-OFF-01,Pinnacle Paper & Office,2015-12-08,2015-12-16,16,$1.46,$23.36,Closed
PO-002893,OFF-PA-10001569,SUP-OFF-04,Evergreen Office Goods,2015-12-08,2015-12-13,19,$3.92,$74.48,Closed - Split Delivery
PO-003404,OFF-ST-10000777,SUP-OFF-04,Evergreen Office Goods,2015-12-08,2015-12-18,13,$28.31,$368.03,Closed
PO-003429,OFF-ST-10001031,SUP-OFF-02,Metro Stationery Co.,2015-12-08,2015-12-14,22,$5.37,$118.14,Closed
PO-004291,TEC-PH-10000213,SUP-TEC-02,BlueCircuit Supply,2015-12-08,2015-12-20,10,$12.61,$126.10,Closed
PO-000838,FUR-FU-10004904,SUP-FUR-04,Cedar Contract Goods,2015-12-09,2015-12-23,15,$44.04,$660.60,Closed
PO-001122,OFF-AP-10002350,SUP-OFF-04,Evergreen Office Goods,2015-12-09,2015-12-17,10,$18.25,$182.50,Closed
PO-001492,OFF-AR-10003394,SUP-OFF-02,Metro Stationery Co.,2015-12-09,2015-12-16,10,$1.41,$14.10,Closed
PO-001771,OFF-BI-10001191,SUP-OFF-04,Evergreen Office Goods,2015-12-09,2015-12-13,17,$5.91,$100.47,Closed
PO-002703,OFF-PA-10000143,SUP-OFF-04,Evergreen Office Goods,2015-12-09,2015-12-18,19,$3.35,$63.65,Closed
PO-003198,OFF-PA-10003845,SUP-OFF-03,Prime Workplace Essentials,2015-12-09,2015-12-18,15,$1.65,$24.75,Closed - Split Delivery
PO-004690,TEC-PH-10004897,SUP-TEC-03,Apex Digital Wholesale,2015-12-09,2015-12-23,11,$8.66,$95.26,Closed
PO-000671,FUR-FU-10003096,SUP-FUR-02,Atlas Workspace Supply,2015-12-10,2015-12-21,11,$3.43,$37.73,Closed
PO-002125,OFF-BI-10003984,SUP-OFF-03,Prime Workplace Essentials,2015-12-10,2015-12-15,10,$14.97,$149.70,Closed
PO-002684,OFF-PA-10000019,SUP-OFF-02,Metro Stationery Co.,2015-12-10,2015-12-15,15,$4.86,$72.90,Closed - Split Delivery
PO-003691,OFF-ST-10004946,SUP-OFF-02,Metro Stationery Co.,2015-12-10,2015-12-16,12,$9.46,$113.52,Closed
PO-003811,TEC-AC-10000358,SUP-TEC-03,Apex Digital Wholesale,2015-12-10,2015-12-24,14,$34.64,$484.96,Closed
PO-000052,FUR-BO-10002613,SUP-FUR-03,Summit Office Interiors,2015-12-11,2015-12-24,15,$154.15,"$2,312.25",Closed
PO-001044,OFF-AP-10000828,SUP-OFF-01,Pinnacle Paper & Office,2015-12-11,2015-12-19,10,$38.17,$381.70,Closed
PO-001167,OFF-AP-10002998,SUP-OFF-02,Metro Stationery Co.,2015-12-11,2015-12-20,12,$19.19,$230.28,Closed
PO-001179,OFF-AP-10003278,SUP-OFF-03,Prime Workplace Essentials,2015-12-11,2015-12-19,10,$2.97,$29.70,Closed
PO-004033,TEC-AC-10003198,SUP-TEC-04,CoreLink Systems,2015-12-11,2015-12-23,19,$86.64,"$1,646.16",Closed
PO-004060,TEC-AC-10003614,SUP-TEC-02,BlueCircuit Supply,2015-12-11,2015-12-25,10,$5.79,$57.90,Closed
PO-000535,FUR-FU-10001706,SUP-FUR-04,Cedar Contract Goods,2015-12-12,2016-01-01,13,$1.44,$18.72,Closed
PO-000953,FUR-TA-10003473,SUP-FUR-04,Cedar Contract Goods,2015-12-12,2015-12-26,12,$137.31,"$1,647.72",Closed
PO-001973,OFF-BI-10002824,SUP-OFF-02,Metro Stationery Co.,2015-12-12,2015-12-20,10,$9.45,$94.50,Closed
PO-002281,OFF-EN-10001099,SUP-OFF-04,Evergreen Office Goods,2015-12-12,2015-12-15,12,$3.79,$45.48,Closed
PO-003391,OFF-ST-10000689,SUP-OFF-04,Evergreen Office Goods,2015-12-12,2015-12-21,15,$63.23,$948.45,Closed
PO-004342,TEC-PH-10001051,SUP-TEC-01,Vertex Tech Distribution,2015-12-12,2015-12-26,13,$35.24,$458.12,Closed
PO-000628,FUR-FU-10002553,SUP-FUR-01,Northwood Furnishings,2015-12-13,2015-12-27,13,$7.94,$103.22,Closed
PO-002867,OFF-PA-10001295,SUP-OFF-03,Prime Workplace Essentials,2015-12-13,2015-12-18,17,$4.32,$73.44,Closed
PO-003677,OFF-ST-10004507,SUP-OFF-03,Prime Workplace Essentials,2015-12-13,2015-12-21,10,$8.02,$80.20,Closed
PO-003729,OFF-SU-10001574,SUP-OFF-03,Prime Workplace Essentials,2015-12-13,2015-12-18,25,$1.38,$34.50,Closed
PO-004196,TEC-MA-10000864,SUP-TEC-01,Vertex Tech Distribution,2015-12-13,2015-12-27,14,$183.37,"$2,567.18",Closed
PO-000337,FUR-CH-10004218,SUP-FUR-01,Northwood Furnishings,2015-12-14,2015-12-24,15,$100.62,"$1,509.30",Closed
PO-000931,FUR-TA-10002645,SUP-FUR-04,Cedar Contract Goods,2015-12-14,2015-12-27,19,$103.98,"$1,975.62",Closed
PO-001489,OFF-AR-10003373,SUP-OFF-03,Prime Workplace Essentials,2015-12-14,2015-12-22,14,$10.93,$153.02,Closed
PO-001547,OFF-AR-10003829,SUP-OFF-03,Prime Workplace Essentials,2015-12-14,2015-12-19,23,$1.77,$40.71,Closed
PO-001924,OFF-BI-10002353,SUP-OFF-04,Evergreen Office Goods,2015-12-14,2015-12-22,17,$11.25,$191.25,Closed
PO-004130,TEC-AC-10004708,SUP-TEC-02,BlueCircuit Supply,2015-12-14,2015-12-21,10,$12.52,$125.20,Closed
PO-004206,TEC-MA-10001127,SUP-TEC-03,Apex Digital Wholesale,2015-12-14,2015-12-23,20,$752.53,"$15,050.60",Closed
PO-004242,TEC-MA-10003183,SUP-TEC-04,CoreLink Systems,2015-12-14,2015-12-27,15,$54.40,$816.00,Closed
PO-000307,FUR-CH-10003774,SUP-FUR-03,Summit Office Interiors,2015-12-15,2015-12-29,17,$49.92,$848.64,Closed - Split Delivery
PO-001212,OFF-AP-10004136,SUP-OFF-01,Pinnacle Paper & Office,2015-12-15,2015-12-23,13,$12.34,$160.42,Closed
PO-003565,OFF-ST-10002562,SUP-OFF-04,Evergreen Office Goods,2015-12-15,2015-12-23,13,$7.13,$92.69,Closed
PO-003737,OFF-SU-10002189,SUP-OFF-01,Pinnacle Paper & Office,2015-12-15,2015-12-23,15,$1.42,$21.30,Closed
PO-004139,TEC-AC-10004859,SUP-TEC-01,Vertex Tech Distribution,2015-12-15,2015-12-26,18,$6.22,$111.96,Closed
PO-000247,FUR-CH-10002602,SUP-FUR-04,Cedar Contract Goods,2015-12-16,2015-12-29,23,$47.57,"$1,094.11",Closed
PO-000590,FUR-FU-10002116,SUP-FUR-04,Cedar Contract Goods,2015-12-16,2016-01-05,19,$31.80,$604.20,Closed
PO-000601,FUR-FU-10002268,SUP-FUR-03,Summit Office Interiors,2015-12-16,2015-12-30,14,$2.60,$36.40,Closed
PO-001144,OFF-AP-10002651,SUP-OFF-04,Evergreen Office Goods,2015-12-16,2015-12-21,11,$287.83,"$3,166.13",Closed
PO-002029,OFF-BI-10003305,SUP-OFF-03,Prime Workplace Essentials,2015-12-16,2015-12-22,12,$1.77,$21.24,Closed
PO-002687,OFF-PA-10000029,SUP-OFF-03,Prime Workplace Essentials,2015-12-16,2015-12-23,20,$2.68,$53.60,Closed
PO-002778,OFF-PA-10000528,SUP-OFF-04,Evergreen Office Goods,2015-12-16,2015-12-23,15,$1.30,$19.50,Closed
PO-002795,OFF-PA-10000595,SUP-OFF-02,Metro Stationery Co.,2015-12-16,2015-12-28,25,$14.86,$371.50,Closed
PO-003872,TEC-AC-10001314,SUP-TEC-01,Vertex Tech Distribution,2015-12-16,2015-12-31,24,$35.19,$844.56,Closed
PO-004707,TEC-PH-10004977,SUP-TEC-03,Apex Digital Wholesale,2015-12-16,2015-12-24,25,$118.59,"$2,964.75",Closed
PO-001456,OFF-AR-10002952,SUP-OFF-03,Prime Workplace Essentials,2015-12-17,2015-12-25,19,$9.15,$173.85,Closed
PO-001997,OFF-BI-10002954,SUP-OFF-01,Pinnacle Paper & Office,2015-12-17,2015-12-26,10,$2.00,$20.00,Closed
PO-002857,OFF-PA-10001243,SUP-OFF-01,Pinnacle Paper & Office,2015-12-17,2015-12-22,11,$2.53,$27.83,Closed
